time_s,acc_x_m_s2,acc_y_m_s2,acc_z_m_s2,v_x_m_s,v_y_m_s,v_z_m_s,x_pos_m,y_pos_m,z_pos_m,altitude_m
0.32,0.12,-0.32,9.81,0.004400000000000011,-0.016399999999999998,3.1391999999999998,-0.00011199999999999921,-0.0003879999999999996,600.0,600.0
0.34,0.23,0.17,9.81,0.007900000000000013,-0.0179,3.3354,1.1000000000001121e-05,-0.0007309999999999999,600.0,600.0
0.36,0.0,0.06,9.81,0.010200000000000008,-0.015600000000000003,3.5315999999999996,0.00019200000000000098,-0.0010659999999999992,600.0,600.0
0.38,0.11,0.05,9.81,0.011300000000000008,-0.014500000000000002,3.7278,0.00040700000000000133,-0.0013669999999999995,600.0,600.0
0.4,0.46,-0.03,9.81,0.017000000000000015,-0.014300000000000002,3.924,0.0006900000000000018,-0.0016549999999999998,600.0,600.0
0.42,0.17,0.06,9.81,0.0233,-0.014000000000000002,4.1202,0.001093000000000001,-0.0019379999999999992,600.0,600.0
0.44,-0.38,0.22,9.81,0.0212,-0.0112,4.3164,0.0015380000000000014,-0.0021899999999999992,600.0,600.0
0.46,-0.11,0.35,9.81,0.016299999999999995,-0.005499999999999995,4.5126,0.0019130000000000015,-0.0023569999999999993,600.0,600.0
0.48,-0.04,0.1,9.81,0.014799999999999997,-0.0010000000000000044,4.708799999999999,0.0022240000000000007,-0.0024219999999999992,600.0,600.0
0.5,0.06,0.38,9.81,0.014999999999999998,0.0037999999999999996,4.904999999999999,0.002522000000000001,-0.0023939999999999994,600.0,600.0
0.52,-0.25,0.27,9.81,0.013099999999999995,0.010300000000000005,5.1011999999999995,0.002803000000000001,-0.0022529999999999994,600.0,600.0
0.54,-0.09,-0.19,9.81,0.009699999999999993,0.011100000000000006,5.2974,0.0030310000000000007,-0.002038999999999999,600.0,600.0
0.56,0.06,-0.58,9.81,0.009399999999999993,0.0033999999999999985,5.4936,0.003222000000000001,-0.001893999999999999,600.0,600.0
0.58,-0.15,-0.0,9.81,0.008499999999999997,-0.002399999999999974,5.689799999999999,0.003401,-0.0018839999999999987,600.0,600.0
0.6,-0.27,0.04,9.81,0.004299999999999993,-0.001999999999999974,5.885999999999999,0.003529,-0.0019279999999999983,600.0,600.0
0.62,0.11,0.28,9.81,0.0026999999999999915,0.0012000000000000287,6.082199999999999,0.0035989999999999998,-0.0019359999999999978,600.0,600.0
0.64,-0.49,0.02,9.81,-0.001100000000000012,0.004200000000000032,6.2783999999999995,0.0036149999999999997,-0.0018819999999999972,600.0,600.0
0.66,0.14,-0.09,9.81,-0.004600000000000015,0.0035000000000000313,6.4746,0.0035579999999999995,-0.0018049999999999965,600.0,600.0
0.68,0.01,0.29,9.81,-0.0031000000000000133,0.005500000000000033,6.6708,0.0034809999999999993,-0.0017149999999999958,600.0,600.0
0.7,0.2,-0.27,9.81,-0.001000000000000023,0.005700000000000031,6.866999999999999,0.003439999999999999,-0.0016029999999999957,600.0,600.0
0.72,-0.13,0.07,9.81,-0.00030000000000002236,0.0037000000000000297,7.063199999999999,0.0034269999999999986,-0.001508999999999995,600.0,600.0
0.74,0.01,-0.16,9.81,-0.0015000000000000234,0.002800000000000029,7.259399999999999,0.003408999999999998,-0.0014439999999999943,600.0,600.0
0.76,-0.29,0.05,9.81,-0.004300000000000026,0.001700000000000028,7.4556,0.003350999999999997,-0.0013989999999999938,600.0,600.0
0.78,-0.11,0.12,9.81,-0.00830000000000003,0.0034000000000000297,7.6518,0.0032249999999999965,-0.001347999999999993,600.0,600.0
0.8,0.31,-0.13,9.81,-0.006300000000000028,0.0033000000000000295,7.848,0.003078999999999996,-0.0012809999999999924,600.0,600.0
0.82,-0.25,0.05,9.81,-0.0057000000000000306,0.0025000000000000334,8.044199999999998,0.002958999999999996,-0.001222999999999992,600.0,600.0
0.84,-0.79,0.21,9.81,-0.01610000000000004,0.005100000000000036,8.2404,0.002740999999999995,-0.0011469999999999913,600.0,600.0
0.86,-0.08,-0.02,9.81,-0.02480000000000005,0.0070000000000000374,8.4366,0.002331999999999994,-0.0010259999999999905,600.0,600.0
0.88,0.31,-0.38,9.81,-0.022500000000000048,0.003000000000000034,8.632800000000001,0.0018589999999999924,-0.0009259999999999897,600.0,600.0
0.9,0.08,0.15,9.81,-0.018600000000000044,0.0007000000000000318,8.829000000000002,0.001447999999999991,-0.000888999999999989,600.0,600.0
0.92,0.21,0.06,9.81,-0.01570000000000004,0.0028000000000000334,9.025200000000003,0.0011049999999999899,-0.0008539999999999883,600.0,600.0
0.94,0.11,0.51,9.81,-0.012500000000000056,0.008500000000000008,9.221400000000003,0.0008229999999999902,-0.0007409999999999884,600.0,600.0
0.96,-0.19,-0.11,9.81,-0.013300000000000057,0.012500000000000011,9.417600000000004,0.0005649999999999888,-0.0005309999999999881,600.0,600.0
0.98,0.2,0.01,9.81,-0.013200000000000057,0.01150000000000001,9.613800000000005,0.0002999999999999874,-0.00029099999999998767,600.0,600.0
1.0,-0.04,0.26,9.81,-0.011600000000000056,0.014200000000000013,9.810000000000006,5.199999999998603e-05,-3.399999999998722e-05,600.0,600.0
1.02,-0.2,-0.03,9.81,-0.01400000000000006,0.016500000000000015,10.006200000000007,-0.00020400000000001537,0.0002730000000000133,600.0,600.0
1.04,-0.11,-0.27,9.81,-0.017100000000000063,0.013500000000000012,10.202400000000008,-0.0005150000000000169,0.0005730000000000138,600.0,600.0
1.06,-0.34,-0.06,9.81,-0.021600000000000067,0.01020000000000001,10.398600000000009,-0.0009020000000000185,0.0008100000000000143,600.0,600.0
1.08,-0.08,-0.08,9.81,-0.025800000000000073,0.008800000000000007,10.59480000000001,-0.0013760000000000202,0.0010000000000000145,600.0,600.0
1.1,-0.02,-0.07,9.81,-0.026800000000000074,0.007300000000000006,10.791000000000011,-0.0019020000000000222,0.0011610000000000149,600.0,600.0
1.12,-0.47,-0.08,9.81,-0.031700000000000075,0.005800000000000005,10.987200000000012,-0.002487000000000024,0.0012920000000000151,600.0,600.0
1.14,0.16,0.07,9.81,-0.034800000000000046,0.005700000000000006,11.18340000000001,-0.0031520000000000185,0.0014070000000000141,600.0,600.0
1.16,0.14,0.2,9.81,-0.031800000000000044,0.008400000000000008,11.37960000000001,-0.00381800000000002,0.0015480000000000144,600.0,600.0
1.18,-0.18,0.41,9.81,-0.03220000000000004,0.014500000000000013,11.575800000000012,-0.004458000000000022,0.001777000000000015,600.0,600.0
1.2,-0.14,0.25,9.81,-0.03540000000000004,0.021100000000000018,11.772000000000013,-0.005134000000000023,0.0021330000000000155,600.0,600.0
1.22,0.05,0.34,9.81,-0.03630000000000004,0.027000000000000024,11.968200000000014,-0.005851000000000025,0.0026140000000000165,600.0,600.0
1.24,0.04,0.02,9.81,-0.03540000000000004,0.030600000000000026,12.164400000000015,-0.006568000000000026,0.0031900000000000175,600.0,600.0
1.26,-0.08,0.1,9.81,-0.03580000000000004,0.03180000000000003,12.360600000000016,-0.007280000000000028,0.0038140000000000188,600.0,600.0
1.28,0.17,-0.25,9.81,-0.03490000000000004,0.03030000000000003,12.556800000000017,-0.007987000000000029,0.00443500000000002,600.0,600.0
1.3,-0.04,-0.16,9.81,-0.03360000000000004,0.026200000000000025,12.753000000000018,-0.00867200000000003,0.005000000000000021,600.0,600.0
1.32,-0.17,-0.02,9.81,-0.035700000000000044,0.024400000000000022,12.949200000000019,-0.009365000000000031,0.005506000000000022,600.0,600.0
1.34,0.17,-0.16,9.81,-0.035700000000000044,0.02260000000000002,13.14540000000002,-0.010079000000000032,0.005976000000000023,600.0,600.0
1.36,0.33,0.23,9.81,-0.03070000000000004,0.02330000000000002,13.341600000000021,-0.010743000000000034,0.006435000000000024,600.0,600.0
1.38,-0.11,0.03,9.81,-0.02850000000000006,0.025899999999999992,13.537800000000018,-0.011335000000000029,0.006927000000000019,600.0,600.0
1.4,0.21,-0.03,9.81,-0.02750000000000006,0.025899999999999992,13.73400000000002,-0.01189500000000003,0.007445000000000019,600.0,600.0
1.42,-0.4,-0.04,9.81,-0.02940000000000006,0.025199999999999993,13.93020000000002,-0.012464000000000032,0.00795600000000002,600.0,600.0
1.44,0.19,0.27,9.81,-0.03150000000000006,0.027499999999999997,14.126400000000022,-0.013073000000000034,0.00848300000000002,600.0,600.0
1.46,0.03,0.04,9.81,-0.029300000000000062,0.0306,14.322600000000023,-0.013681000000000037,0.00906400000000002,600.0,600.0
1.48,-0.11,0.13,9.81,-0.030100000000000064,0.0323,14.518800000000024,-0.01427500000000004,0.009693000000000021,600.0,600.0
1.5,-0.26,-0.3,9.81,-0.033800000000000066,0.030600000000000002,14.715000000000025,-0.014914000000000042,0.010322000000000022,600.0,600.0
1.52,0.19,-0.31,9.81,-0.034500000000000065,0.024499999999999997,14.911200000000026,-0.015597000000000043,0.010873000000000023,600.0,600.0
1.54,0.07,-0.25,9.81,-0.03190000000000006,0.018899999999999993,15.107400000000027,-0.016261000000000046,0.011307000000000024,600.0,600.0
1.56,0.2,-0.2,9.81,-0.02920000000000006,0.01439999999999999,15.303600000000028,-0.016872000000000047,0.011640000000000024,600.0,600.0
1.58,-0.02,0.08,9.81,-0.027400000000000056,0.013199999999999988,15.499800000000029,-0.017438000000000047,0.011916000000000024,600.0,600.0
1.6,-0.02,0.26,9.81,-0.027800000000000057,0.01659999999999999,15.69600000000003,-0.017990000000000048,0.012214000000000023,600.0,600.0
1.62,0.22,-0.06,9.81,-0.025800000000000056,0.01859999999999999,15.892200000000031,-0.01852600000000005,0.012566000000000023,600.0,600.0
1.64,0.4,0.06,9.81,-0.019600000000000117,0.01859999999999999,16.08840000000003,-0.018980000000000045,0.012938000000000019,600.0,600.0
1.66,0.36,0.01,9.81,-0.012000000000000111,0.01929999999999999,16.28460000000003,-0.01929600000000005,0.01331700000000002,600.0,600.0
1.68,0.23,0.27,9.81,-0.006100000000000106,0.022099999999999995,16.48080000000003,-0.01947700000000005,0.01373100000000002,600.0,600.0
1.7,-0.18,0.07,9.81,-0.005600000000000106,0.0255,16.67700000000003,-0.019594000000000052,0.01420700000000002,600.0,600.0
1.72,0.26,0.31,9.81,-0.0048000000000001045,0.029300000000000003,16.873200000000033,-0.019698000000000056,0.01475500000000002,600.0,600.0
1.74,-0.28,-0.1,9.81,-0.005000000000000105,0.031400000000000004,17.069400000000034,-0.019796000000000057,0.01536200000000002,600.0,600.0
1.76,-0.01,0.38,9.81,-0.007900000000000108,0.03420000000000001,17.265600000000035,-0.019925000000000057,0.016018000000000022,600.0,600.0
1.78,0.22,0.02,9.81,-0.005800000000000107,0.03820000000000001,17.461800000000036,-0.02006200000000006,0.016742000000000024,600.0,600.0
1.8,-0.03,-0.21,9.81,-0.0039000000000001056,0.03630000000000001,17.658000000000037,-0.020159000000000062,0.017487000000000023,600.0,600.0
1.82,0.1,0.09,9.81,-0.003200000000000105,0.03510000000000001,17.854200000000038,-0.020230000000000064,0.018201000000000023,600.0,600.0
1.84,-0.18,0.05,9.81,-0.004000000000000106,0.03650000000000001,18.05040000000004,-0.020302000000000067,0.018917000000000024,600.0,600.0
1.86,-0.03,-0.03,9.81,-0.006100000000000107,0.03670000000000001,18.24660000000004,-0.02040300000000007,0.019649000000000024,600.0,600.0
1.88,-0.2,-0.27,9.81,-0.008400000000000084,0.03370000000000004,18.442800000000037,-0.02054800000000007,0.020353000000000017,600.0,600.0
1.9,0.11,0.03,9.81,-0.009300000000000086,0.03130000000000004,18.63900000000004,-0.020725000000000073,0.021003000000000018,600.0,600.0
1.92,0.16,0.18,9.81,-0.006600000000000083,0.03340000000000005,18.83520000000004,-0.020884000000000076,0.02165000000000002,600.0,600.0
1.94,-0.05,-0.03,9.81,-0.005500000000000082,0.03490000000000005,19.03140000000004,-0.02100500000000008,0.022333000000000023,600.0,600.0
1.96,-0.23,0.22,9.81,-0.008300000000000085,0.03680000000000005,19.22760000000004,-0.021143000000000082,0.023050000000000025,600.0,600.0
1.98,-0.12,-0.12,9.81,-0.011800000000000088,0.03780000000000005,19.423800000000043,-0.021344000000000085,0.023796000000000025,600.0,600.0
2.0,-0.04,-0.56,9.81,-0.013400000000000089,0.03100000000000004,19.620000000000044,-0.021596000000000087,0.024484000000000027,600.0,600.0
2.02,-0.02,-0.3,9.81,-0.014000000000000089,0.02240000000000003,19.816200000000045,-0.02187000000000009,0.025018000000000026,600.0,600.0
2.04,0.07,0.01,9.81,-0.013500000000000088,0.019500000000000028,20.012400000000046,-0.02214500000000009,0.02543700000000003,600.0,600.0
2.06,0.23,0.03,9.81,-0.010500000000000086,0.01990000000000003,20.208600000000047,-0.022385000000000092,0.02583100000000003,600.0,600.0
2.08,-0.04,-0.22,9.81,-0.008600000000000083,0.018000000000000026,20.404800000000048,-0.022576000000000093,0.026210000000000032,600.0,600.0
2.1,-0.63,0.17,9.81,-0.01530000000000009,0.017500000000000026,20.60100000000005,-0.022815000000000096,0.026565000000000033,600.0,600.0
2.12,-0.03,-0.23,9.81,-0.021900000000000096,0.016900000000000026,20.79720000000005,-0.023187000000000096,0.026909000000000034,600.0,600.0
2.14,-0.07,0.11,9.81,-0.022900000000000097,0.015700000000000026,20.99340000000005,-0.0236350000000001,0.027235000000000033,600.0,600.0
2.16,0.06,-0.24,9.81,-0.023000000000000097,0.014400000000000026,21.189600000000052,-0.0240940000000001,0.027536000000000033,600.0,600.0
2.18,0.24,-0.26,9.81,-0.020000000000000094,0.009400000000000021,21.385800000000053,-0.024524000000000105,0.027774000000000035,600.0,600.0
2.2,0.04,0.24,9.81,-0.01720000000000009,0.00920000000000002,21.582000000000054,-0.024896000000000106,0.027960000000000037,600.0,600.0
2.22,0.39,0.03,9.81,-0.012900000000000087,0.011900000000000023,21.778200000000055,-0.025197000000000108,0.028171000000000036,600.0,600.0
2.24,0.2,0.27,9.81,-0.007000000000000081,0.014900000000000026,21.974400000000056,-0.02539600000000011,0.028439000000000037,600.0,600.0
2.26,0.14,-0.17,9.81,-0.003600000000000153,0.015900000000000004,22.170600000000054,-0.025502000000000108,0.02874700000000003,600.0,600.0
2.28,0.15,-0.12,9.81,-0.0007000000000001502,0.013000000000000001,22.366800000000055,-0.02554500000000011,0.02903600000000003,600.0,600.0
2.3,0.17,0.04,9.81,0.0024999999999998526,0.0122,22.563000000000056,-0.025527000000000112,0.02928800000000003,600.0,600.0
2.32,0.17,-0.04,9.81,0.005899999999999856,0.0122,22.759200000000057,-0.025443000000000115,0.02953200000000003,600.0,600.0
2.34,0.12,-0.09,9.81,0.008799999999999858,0.0109,22.955400000000058,-0.025296000000000117,0.02976300000000003,600.0,600.0
2.36,0.01,-0.17,9.81,0.010099999999999859,0.008299999999999998,23.15160000000006,-0.02510700000000012,0.02995500000000003,600.0,600.0
2.38,0.05,-0.18,9.81,0.010699999999999859,0.004799999999999995,23.34780000000006,-0.024899000000000122,0.03008600000000003,600.0,600.0
2.4,-0.05,-0.18,9.81,0.010699999999999859,0.0011999999999999923,23.54400000000006,-0.024685000000000124,0.03014600000000003,600.0,600.0
2.42,0.03,-0.27,9.81,0.010499999999999858,-0.0033000000000000117,23.740200000000062,-0.024473000000000127,0.03012500000000003,600.0,600.0
2.44,0.01,0.35,9.81,0.01089999999999986,-0.0025000000000000113,23.936400000000063,-0.024259000000000128,0.03006700000000003,600.0,600.0
2.46,0.25,0.04,9.81,0.013499999999999863,0.0013999999999999915,24.132600000000064,-0.02401500000000013,0.03005600000000003,600.0,600.0
2.48,0.02,0.12,9.81,0.016199999999999867,0.002999999999999993,24.328800000000065,-0.02371800000000013,0.03010000000000003,600.0,600.0
2.5,0.02,-0.21,9.81,0.01659999999999987,0.0020999999999999925,24.525000000000066,-0.023390000000000133,0.03015100000000003,600.0,600.0
2.52,-0.23,0.59,9.81,0.014499999999999867,0.0058999999999999955,24.721200000000067,-0.023079000000000134,0.03023100000000003,600.0,600.0
2.54,-0.37,0.34,9.81,0.008499999999999862,0.015200000000000003,24.917400000000068,-0.022849000000000137,0.030442000000000028,600.0,600.0
2.56,0.22,0.12,9.81,0.0069999999999998605,0.01980000000000001,25.11360000000007,-0.022694000000000138,0.030792000000000028,600.0,600.0
2.58,-0.12,0.08,9.81,0.007999999999999861,0.02180000000000001,25.30980000000007,-0.02254400000000014,0.031208000000000027,600.0,600.0
2.6,-0.17,-0.08,9.81,0.005099999999999858,0.02180000000000001,25.50600000000007,-0.022413000000000145,0.031644000000000026,600.0,600.0
2.62,0.0,-0.06,9.81,0.0033999999999998563,0.02040000000000001,25.702200000000072,-0.022328000000000146,0.032066000000000025,600.0,600.0
2.64,0.02,0.09,9.81,0.0035999999999998564,0.02070000000000001,25.898400000000073,-0.02225800000000015,0.03247700000000003,600.0,600.0
2.66,-0.28,-0.07,9.81,0.0009999999999998539,0.02090000000000001,26.094600000000074,-0.022212000000000152,0.032893000000000026,600.0,600.0
2.68,0.02,0.25,9.81,-0.0016000000000001486,0.022700000000000012,26.290800000000075,-0.022218000000000154,0.033329000000000025,600.0,600.0
2.7,-0.03,0.08,9.81,-0.0017000000000001487,0.026000000000000016,26.487000000000076,-0.022251000000000156,0.03381600000000003,600.0,600.0
2.72,0.09,-0.1,9.81,-0.0011000000000001482,0.025800000000000017,26.683200000000078,-0.02227900000000016,0.034334000000000024,600.0,600.0
2.74,0.36,-0.2,9.81,0.003399999999999855,0.022800000000000015,26.87940000000008,-0.02225600000000016,0.034820000000000025,600.0,600.0
2.76,0.14,-0.25,9.81,0.008399999999999748,0.01830000000000011,27.075600000000076,-0.022138000000000168,0.03523100000000002,600.0,600.0
2.78,0.43,0.22,9.81,0.014099999999999753,0.01800000000000011,27.271800000000077,-0.021913000000000172,0.03559400000000002,600.0,600.0
2.8,-0.18,0.48,9.81,0.016599999999999754,0.025000000000000116,27.468000000000078,-0.021606000000000177,0.03602400000000002,600.0,600.0
2.82,-0.12,0.1,9.81,0.013599999999999751,0.03080000000000012,27.66420000000008,-0.02130400000000018,0.036582000000000024,600.0,600.0
2.84,-0.17,-0.2,9.81,0.010699999999999748,0.029800000000000118,27.86040000000008,-0.021061000000000184,0.03718800000000003,600.0,600.0
2.86,0.14,0.17,9.81,0.010399999999999748,0.029500000000000116,28.05660000000008,-0.020850000000000188,0.03778100000000003,600.0,600.0
2.88,-0.15,0.5,9.81,0.010299999999999749,0.03620000000000012,28.252800000000082,-0.020643000000000192,0.038438000000000035,600.0,600.0
2.9,-0.18,0.27,9.81,0.006999999999999746,0.043900000000000126,28.449000000000083,-0.020470000000000196,0.03923900000000004,600.0,600.0
2.92,0.29,0.24,9.81,0.008099999999999746,0.049000000000000134,28.645200000000084,-0.0203190000000002,0.040168000000000044,600.0,600.0
2.94,0.23,0.44,9.81,0.013299999999999751,0.05580000000000014,28.841400000000085,-0.020105000000000206,0.041216000000000044,600.0,600.0
2.96,-0.05,-0.15,9.81,0.015099999999999753,0.05870000000000014,29.037600000000086,-0.01982100000000021,0.04236100000000005,600.0,600.0
2.98,-0.15,0.21,9.81,0.01309999999999975,0.059300000000000144,29.233800000000087,-0.019539000000000216,0.04354100000000005,600.0,600.0
3.0,0.15,-0.3,9.81,0.01309999999999975,0.058400000000000146,29.43000000000009,-0.01927700000000022,0.044718000000000056,600.0,600.0
3.02,-0.05,-0.06,9.81,0.014099999999999752,0.05480000000000014,29.62620000000009,-0.019005000000000227,0.04585000000000006,600.0,600.0
3.04,0.05,0.03,9.81,0.014099999999999752,0.05450000000000014,29.82240000000009,-0.018723000000000233,0.04694300000000006,600.0,600.0
3.06,0.18,-0.18,9.81,0.016399999999999755,0.05300000000000014,30.01860000000009,-0.018418000000000236,0.04801800000000007,600.0,600.0
3.08,0.38,-0.01,9.81,0.02199999999999976,0.05110000000000014,30.214800000000093,-0.01803400000000024,0.049059000000000075,600.0,600.0
3.1,0.02,-0.06,9.81,0.025999999999999763,0.05040000000000014,30.411000000000094,-0.017554000000000246,0.05007400000000008,600.0,600.0
3.12,-0.19,0.25,9.81,0.024299999999999763,0.05230000000000014,30.607200000000095,-0.01705100000000025,0.05110100000000008,600.0,600.0
3.14,0.23,-0.1,9.81,0.024699999999999764,0.05380000000000014,30.803400000000096,-0.016561000000000253,0.05216200000000008,600.0,600.0
3.16,-0.13,0.06,9.81,0.025699999999999765,0.05340000000000014,30.999600000000097,-0.01605700000000026,0.05323400000000009,600.0,600.0
3.18,-0.34,-0.29,9.81,0.020999999999999762,0.05110000000000014,31.195800000000098,-0.015590000000000263,0.05427900000000009,600.0,600.0
3.2,0.17,0.12,9.81,0.019299999999999762,0.04940000000000014,31.3920000000001,-0.015187000000000268,0.0552840000000001,600.0,600.0
3.22,-0.14,-0.18,9.81,0.019599999999999763,0.048800000000000135,31.5882000000001,-0.014798000000000273,0.0562660000000001,600.0,600.0
3.24,0.31,-0.11,9.81,0.021299999999999764,0.045900000000000135,31.7844000000001,-0.014389000000000277,0.057213000000000104,600.0,600.0
3.26,0.3,0.2,9.81,0.027399999999999633,0.04680000000000012,31.9806000000001,-0.013902000000000293,0.05814000000000009,600.0,600.0
3.28,0.02,0.27,9.81,0.030599999999999634,0.05150000000000012,32.1768000000001,-0.013322000000000299,0.05912300000000009,600.0,600.0
3.3,-0.25,-0.05,9.81,0.02829999999999963,0.05370000000000012,32.3730000000001,-0.012733000000000307,0.060175000000000096,600.0,600.0
3.32,-0.28,-0.07,9.81,0.022999999999999625,0.05250000000000012,32.569200000000095,-0.012220000000000314,0.0612370000000001,600.0,600.0
3.34,-0.23,-0.23,9.81,0.01789999999999962,0.04950000000000012,32.76540000000009,-0.011811000000000321,0.0622570000000001,600.0,600.0
3.36,-0.48,0.07,9.81,0.010799999999999615,0.047900000000000116,32.96160000000009,-0.011524000000000329,0.0632310000000001,600.0,600.0
3.38,-0.39,0.23,9.81,0.0020999999999996074,0.05090000000000012,33.15780000000009,-0.011395000000000337,0.06421900000000011,600.0,600.0
3.4,-0.12,0.09,9.81,-0.0030000000000003973,0.05410000000000012,33.354000000000084,-0.011404000000000344,0.06526900000000012,600.0,600.0
3.42,-0.5,0.11,9.81,-0.009200000000000402,0.05610000000000012,33.55020000000008,-0.011526000000000352,0.06637100000000012,600.0,600.0
3.44,-0.0,-0.19,9.81,-0.014200000000000407,0.05530000000000012,33.74640000000008,-0.01176000000000036,0.06748500000000013,600.0,600.0
3.46,0.17,0.17,9.81,-0.012500000000000405,0.05510000000000012,33.94260000000008,-0.012027000000000369,0.06858900000000014,600.0,600.0
3.48,0.11,-0.16,9.81,-0.009700000000000403,0.055200000000000124,34.138800000000074,-0.012249000000000378,0.06969200000000014,600.0,600.0
3.5,-0.08,-0.07,9.81,-0.009400000000000403,0.05290000000000012,34.33500000000007,-0.012440000000000387,0.07077300000000014,600.0,600.0
3.52,0.17,0.29,9.81,-0.008500000000000401,0.05510000000000012,34.53120000000007,-0.012619000000000396,0.07185300000000014,600.0,600.0
3.54,0.36,-0.12,9.81,-0.003200000000000396,0.05680000000000012,34.72740000000007,-0.012736000000000403,0.07297200000000015,600.0,600.0
3.56,0.15,-0.09,9.81,0.0018999999999996086,0.05470000000000012,34.923600000000064,-0.012749000000000411,0.07408700000000015,600.0,600.0
3.58,-0.09,-0.09,9.81,0.0024999999999996093,0.052900000000000114,35.11980000000006,-0.012705000000000419,0.07516300000000016,600.0,600.0
3.6,-0.15,0.25,9.81,9.999999999960735e-05,0.05450000000000012,35.31600000000006,-0.012679000000000426,0.07623700000000017,600.0,600.0
3.62,0.13,-0.23,9.81,-0.00010000000000039274,0.05470000000000012,35.51220000000006,-0.012679000000000435,0.07732900000000018,600.0,600.0
3.64,-0.01,-0.08,9.81,0.0010999999999996085,0.05160000000000011,35.708400000000054,-0.012669000000000442,0.07839200000000018,600.0,600.0
3.66,-0.13,-0.07,9.81,-0.00030000000000039283,0.05010000000000011,35.90460000000005,-0.01266100000000045,0.07940900000000019,600.0,600.0
3.68,0.21,0.05,9.81,0.0004999999999996077,0.04990000000000011,36.10080000000005,-0.012659000000000458,0.08040900000000019,600.0,600.0
3.7,0.22,0.08,9.81,0.004799999999999611,0.051200000000000113,36.29700000000005,-0.012606000000000466,0.08142000000000019,600.0,600.0
3.72,-0.27,-0.11,9.81,0.0042999999999996106,0.05090000000000011,36.493200000000044,-0.012515000000000474,0.0824410000000002,600.0,600.0
3.74,0.11,0.12,9.81,0.002699999999999609,0.051000000000000115,36.68940000000004,-0.012445000000000482,0.0834600000000002,600.0,600.0
3.76,-0.09,0.22,9.81,0.0028999999999996047,0.054400000000000046,36.88560000000004,-0.012389000000000492,0.08451400000000019,600.0,600.0
3.78,-0.39,0.37,9.81,-0.0019000000000003992,0.06030000000000005,37.08180000000004,-0.012379000000000499,0.08566100000000018,600.0,600.0
3.8,0.27,-0.1,9.81,-0.0031000000000004,0.06300000000000006,37.278000000000034,-0.012429000000000507,0.08689400000000018,600.0,600.0
3.82,0.1,0.31,9.81,0.000599999999999603,0.06510000000000006,37.47420000000003,-0.012454000000000515,0.08817500000000018,600.0,600.0
3.84,-0.2,0.19,9.81,-0.00040000000000039787,0.07010000000000007,37.67040000000003,-0.012452000000000523,0.08952700000000019,600.0,600.0
3.86,0.11,0.21,9.81,-0.001300000000000399,0.07410000000000007,37.86660000000003,-0.012469000000000532,0.09096900000000019,600.0,600.0
3.88,0.02,0.25,9.81,-3.9768535686768303e-16,0.07870000000000008,38.062800000000024,-0.01248200000000054,0.09249700000000019,600.0,600.0
3.9,0.14,-0.5,9.81,0.0015999999999996037,0.07620000000000007,38.25900000000002,-0.012466000000000548,0.0940460000000002,600.0,600.0
